pdb_id,consensus_name,best_hit_name,motif1,motif2,motif3
5fp4,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fp7,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fp8,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fp9,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fpa,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fpb,LYSINE-SPECIFIC DEMETHYLASE 4D,LYSINE-SPECIFIC DEMETHYLASE 4D,PS51183,PS51184,
5fyb,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fys,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fyt,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fyv,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fyz,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fz8,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fzf,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fzg,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5fzi,LYSINE-SPECIFIC DEMETHYLASE 5B,LYSINE-SPECIFIC DEMETHYLASE 5B,PS51183,PS51184,
5g0f,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5g4m,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5g4n,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5g4o,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5h1t,Transcription intermediary factor 1-alpha,Transcription intermediary factor 1-alpha,ZF_PHD_2,ZF_PHD_1,PS50014; PS00633
5h1u,Transcription intermediary factor 1-alpha,Transcription intermediary factor 1-alpha,ZF_PHD_2,ZF_PHD_1,PS50014; PS00633
5h3j,Golgi reassembly-stacking protein 2,Golgi reassembly stacking protein 2,PS51865,,
5h7r,TNF receptor-associated factor 6,E3 ubiquitin-protein ligase LNX,ZF_RING_2,ZF_RING_1,
5h9m,E3 ubiquitin-protein ligase SIAH1,E3 ubiquitin-protein ligase SIAH1,PS51081,,
5hh7,Histone acetyltransferase KAT6A,Histone acetyltransferase KAT6A,ZF_PHD_2,ZF_PHD_1,PS51038
5hkx,E3 UBIQUITIN-PROTEIN LIGASE CBL,"Glutathione S-transferase class-mu 26 kDa isozyme,E3 ubiquitin-protein ligase CBL",ZF_RING_2,ZF_RING_1,PS51506
5hq8,Histone-lysine N-methyltransferase SMYD3,Histone-lysine N-methyltransferase SMYD3,SET,ZF_MYND_1,ZF_MYND_2; PS51574
5i00,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i02,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i03,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i06,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i07,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i09,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5i3l,Zinc finger protein DPF3,Zinc finger protein DPF3,ZF_PHD_2,ZF_PHD_1,PS00322
5i8b,histone acetyltransferase,CREB-binding protein,PS50014,PS00633,
5i8g,histone acetyltransferase,CREB-binding protein,PS50014,PS00633,
5j9m,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5j9n,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5j9o,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jgm,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jgo,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jsv,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jsw,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jt5,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jt6,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jt7,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5jxq,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5k3q,Tripartite motif-containing protein 5,TRIM protein-E3 ligase Chimera,PS50119,,
5kh3,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5kh7,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5kh9,Histone deacetylase 6,Histone deacetylase 6,PS50271,,
5kjk,N-lysine methyltransferase SMYD2,N-lysine methyltransferase SMYD2,SET,ZF_MYND_1,ZF_MYND_2
5kr7,LYSINE-SPECIFIC DEMETHYLASE 4C,LYSINE-SPECIFIC DEMETHYLASE 4C,PS51183,PS51184,
5l2l,Nuclear polyadenylated RNA-binding protein NAB2,Nuclear polyadenylated RNA-binding protein NAB2,,,
5lap,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5lpi,,,,,
5lpo,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,,,
5lpp,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5m6n,Baculoviral IAP repeat-containing protein 2,INHIBITOR OF APOPTOSIS PROTEIN (2MIHB/C-IAP-1),PS50143,PS01282,
5mcu,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
5mcv,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
5mcw,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
5mf7,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
5mg7,Cellular tumor antigen p53,PROTEIN (P53 TUMOR SUPPRESSOR),PS00348,,
5mr8,E3 ubiquitin-protein ligase TRIM33,E3 ubiquitin-protein ligase TRIM33,ZF_PHD_2,ZF_PHD_1,PS50014
5n6f,Queuine tRNA-ribosyltransferase,TRNA-GUANINE TRANSGLYCOSYLASE,,,
5nob,Tankyrase-2,Tankyrase-2,PS51059,,
5nsx,Tankyrase-2,Tankyrase-2,PS51059,,
5nt0,Tankyrase-2,Tankyrase-2,PS51059,,
5nt4,Tankyrase-2,Tankyrase-2,PS51059,,
5nut,Tankyrase-2,Tankyrase-2,PS51059,,
5nvc,Tankyrase-2,Tankyrase-2,PS51059,,
5nve,Tankyrase-2,Tankyrase-2,PS51059,,
5nvf,Tankyrase-2,Tankyrase-2,PS51059,,
5nvh,Tankyrase-2,Tankyrase-2,PS51059,,
5nwb,Tankyrase-2,Tankyrase-2,PS51059,,
5nwc,Tankyrase-2,Tankyrase-2,PS51059,,
5nwd,Tankyrase-2,Tankyrase-2,PS51059,,
5nwg,Tankyrase-2,Tankyrase-2,PS51059,,
5nxe,Tankyrase-2,Tankyrase-2,PS51059,,
5o1a,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1b,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1c,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1d,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1e,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1f,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1g,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1h,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o1i,CELLULAR TUMOR ANTIGEN P53,CELLULAR TUMOR ANTIGEN P53,,,
5o6c,E3 ubiquitin-protein ligase MYCBP2,E3 ubiquitin-protein ligase MYCBP2,ZF_RING_2,,
5o6t,Ubiquitin,Polyubiquitin-B,ZF_RING_2,PS50053,
5od6,Mothers against decapentaplegic homolog 5,Mothers against decapentaplegic homolog 3,PS51075,,
5olm,E3 ubiquitin-protein ligase TRIM21,E3 ubiquitin-protein ligase TRIM21,ZF_RING_2,ZF_RING_1,PS50119
5ows,Tankyrase-2,Tankyrase-2,PS51059,,
5ph0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ph9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pha,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phd,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phe,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phg,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phi,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phl,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phn,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pho,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5php,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pht,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phu,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phx,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phy,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5phz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pi9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pia,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pib,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pic,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pid,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pie,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pif,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pig,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pih,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pii,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pij,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pik,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pil,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pim,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pin,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pio,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pip,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pir,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pis,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pit,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piu,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pix,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piy,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5piz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pj9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pja,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjd,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pje,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjg,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pji,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjl,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjn,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjo,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjp,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjs,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjt,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pju,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjx,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjy,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pjz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pk9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pka,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkd,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pke,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkg,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pki,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkl,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkn,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkp,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pks,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkt,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pku,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkx,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pky,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pkz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl0,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pl9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pla,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pld,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ple,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plg,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pli,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pll,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pln,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plo,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plp,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plr,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pls,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plt,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plu,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plv,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plw,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plx,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5ply,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5plz,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm1,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm2,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm3,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm4,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm5,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm6,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm7,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm8,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pm9,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pma,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmb,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmc,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmd,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pme,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmf,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmg,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmh,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmi,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmj,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmk,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pml,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmm,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmn,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmo,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmp,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
5pmq,Lysine-specific demethylase 4D,Lysine-specific demethylase 4D,PS51183,PS51184,
